City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Grand Gaube,MU,2021-03-28 01:00:26,-20.0064,57.6608,77.0,84,98,4.88,overcast clouds
230,Namatanai,PG,2021-03-28 01:00:26,-3.6667,152.4333,84.76,70,98,9.28,light rain
231,Colonia,DE,2021-03-28 00:58:58,50.9333,6.95,45.0,81,0,4.61,clear sky
232,U Thong,TH,2021-03-28 01:00:26,14.3751,99.8923,89.01,61,100,8.63,overcast clouds
233,Kaitangata,NZ,2021-03-28 01:00:26,-46.2817,169.8464,64.99,77,100,8.99,overcast clouds
234,Sao Filipe,CV,2021-03-28 01:00:27,14.8961,-24.4956,69.64,75,0,13.96,clear sky
235,Eha Amufu,NG,2021-03-28 01:00:27,6.6592,7.7596,79.11,55,88,4.72,overcast clouds
236,Las Matas De Farfan,DO,2021-03-28 01:00:27,18.8731,-71.5166,72.34,75,35,3.53,scattered clouds
237,Salima,MW,2021-03-28 01:00:27,-13.7804,34.4587,68.07,93,69,3.13,broken clouds
238,Padang,ID,2021-03-28 00:58:48,-0.9492,100.3543,75.2,100,75,5.75,broken clouds
239,Bereda,ES,2021-03-28 00:55:43,43.2686,-7.5406,42.01,100,4,0.87,clear sky
240,Ramsey,US,2021-03-28 01:00:28,45.0333,-93.0835,37.99,87,90,16.11,light rain
241,Hobyo,SO,2021-03-28 01:00:28,5.3505,48.5268,79.66,78,55,12.77,broken clouds
242,Ishigaki,JP,2021-03-28 00:55:43,24.3448,124.1572,77.0,94,75,12.66,broken clouds
243,Alizai,PK,2021-03-28 01:00:28,33.5383,70.3462,63.34,59,4,1.74,clear sky
244,Hirara,JP,2021-03-28 01:00:29,24.8,125.2833,77.0,88,75,18.41,broken clouds
245,Strathroy,CA,2021-03-28 01:00:29,42.9551,-81.6223,48.99,60,19,7.36,few clouds
246,Flin Flon,CA,2021-03-28 01:00:10,54.7682,-101.865,16.88,87,95,2.37,overcast clouds
247,Jesus,PY,2021-03-28 01:00:29,-27.05,-55.7833,68.99,98,100,5.26,moderate rain
248,Srednekolymsk,RU,2021-03-28 01:00:29,67.45,153.6833,2.12,69,91,1.86,overcast clouds
249,Lata,PT,2021-03-28 01:00:30,40.1629,-8.3327,55.99,93,76,2.3,broken clouds
250,Guadalupe Y Calvo,MX,2021-03-28 01:00:30,26.1,-106.9667,51.51,17,5,6.06,clear sky
251,Acapulco,MX,2021-03-28 01:00:30,16.8634,-99.8901,84.2,58,1,2.3,clear sky
252,Mkushi,ZM,2021-03-28 01:00:30,-13.6202,29.3939,61.77,99,100,3.4,light rain
253,Opuwo,NA,2021-03-28 01:00:30,-18.0607,13.84,68.86,60,36,3.06,scattered clouds
254,Bethel,US,2021-03-28 01:00:31,41.3712,-73.414,57.2,54,1,4.61,clear sky
255,Madimba,TZ,2021-03-28 00:58:35,-10.4,40.3333,75.65,89,100,6.49,overcast clouds
256,Meulaboh,ID,2021-03-28 01:00:31,4.1363,96.1285,76.87,89,94,5.39,overcast clouds
257,Coquimbo,CL,2021-03-28 01:00:31,-29.9533,-71.3436,59.0,88,75,8.05,broken clouds
258,Long Beach,US,2021-03-28 00:56:01,33.767,-118.1892,73.0,30,1,14.97,clear sky
259,Salalah,OM,2021-03-28 01:00:32,17.0151,54.0924,75.2,43,0,2.3,clear sky
260,Tucurui,BR,2021-03-28 01:00:32,-3.7661,-49.6725,71.74,96,99,3.36,overcast clouds
261,Boshnyakovo,RU,2021-03-28 01:00:32,49.6333,142.1667,33.69,84,99,0.96,overcast clouds
262,Terney,RU,2021-03-28 01:00:32,45.0503,136.6092,42.71,78,100,3.38,overcast clouds
263,Nanortalik,GL,2021-03-28 01:00:32,60.1432,-45.2371,17.02,58,100,8.57,overcast clouds
264,Richards Bay,ZA,2021-03-28 01:00:33,-28.783,32.0377,70.23,81,100,18.59,light rain
265,Itarema,BR,2021-03-28 01:00:33,-2.9248,-39.9167,76.01,87,89,4.65,overcast clouds
266,Abong Mbang,CM,2021-03-28 01:00:33,3.9833,13.1833,69.87,76,93,2.35,overcast clouds
267,Mahbubnagar,IN,2021-03-28 01:00:33,16.7333,77.9833,77.22,43,5,2.68,clear sky
268,Kavieng,PG,2021-03-28 01:00:34,-2.5744,150.7967,85.06,70,100,14.58,light rain
269,Namibe,AO,2021-03-28 01:00:34,-15.1961,12.1522,74.93,74,93,5.23,overcast clouds
270,Touros,BR,2021-03-28 01:00:34,-5.1989,-35.4608,77.0,94,75,4.61,broken clouds
271,Los Llanos De Aridane,ES,2021-03-28 01:00:34,28.6585,-17.9182,66.2,63,0,9.22,clear sky
272,Fare,PF,2021-03-28 01:00:35,-16.7,-151.0167,82.35,74,6,22.44,light rain
273,Ilva Mare,RO,2021-03-28 01:00:35,47.3667,24.9,27.0,78,63,1.01,broken clouds
274,Oxapampa,PE,2021-03-28 01:00:35,-10.5775,-75.4017,60.64,97,97,1.3,overcast clouds
275,Lazaro Cardenas,MX,2021-03-28 01:00:35,17.9583,-102.2,75.45,63,4,5.28,clear sky
276,Khatanga,RU,2021-03-28 01:00:36,71.9667,102.5,0.1,96,93,7.76,overcast clouds
277,Mirabad,AF,2021-03-28 01:00:36,30.4362,61.8383,80.2,17,2,11.16,clear sky
278,Saint George,US,2021-03-28 00:57:21,37.1041,-113.5841,68.0,18,1,3.44,clear sky
279,Morro Bay,US,2021-03-28 01:00:36,35.3658,-120.8499,69.01,78,0,3.0,clear sky
280,Makungu,TZ,2021-03-28 01:00:36,-8.7333,35.2833,63.97,77,100,3.42,overcast clouds
281,Ventspils,LV,2021-03-28 01:00:37,57.3894,21.5606,41.0,87,90,16.11,overcast clouds
282,Vardo,NO,2021-03-28 01:00:37,70.3705,31.1107,37.0,93,100,19.93,overcast clouds
283,Kathmandu,NP,2021-03-28 01:00:37,27.7167,85.3167,53.6,76,20,2.3,mist
284,Sheridan,US,2021-03-28 00:59:16,44.8333,-106.9173,46.4,61,75,4.61,broken clouds
285,Karpathos,GR,2021-03-28 01:00:37,35.507,27.2132,53.6,54,3,3.44,clear sky
286,Seydi,TM,2021-03-28 01:00:38,39.4816,62.9137,57.65,52,96,13.82,overcast clouds
287,Along,IN,2021-03-28 01:00:38,28.1667,94.7667,67.01,37,0,1.19,clear sky
288,Longyearbyen,SJ,2021-03-28 01:00:38,78.2186,15.6401,30.2,69,40,25.32,snow
289,Aklavik,CA,2021-03-28 01:00:38,68.2191,-135.0107,-7.6,59,100,9.22,overcast clouds
290,Youghal,IE,2021-03-28 01:00:39,51.95,-7.8506,50.0,93,75,24.16,broken clouds
291,Maniitsoq,GL,2021-03-28 01:00:39,65.4167,-52.9,-9.87,87,22,8.84,few clouds
292,Hearst,CA,2021-03-28 01:00:39,49.6835,-83.6665,35.6,55,100,1.14,overcast clouds
293,Beringovskiy,RU,2021-03-28 00:59:20,63.05,179.3167,5.47,87,100,8.08,overcast clouds
294,Khilok,RU,2021-03-28 01:00:39,51.3674,110.4676,23.09,81,10,10.58,clear sky
295,Awbari,LY,2021-03-28 01:00:40,26.5921,12.7805,54.82,28,0,7.81,clear sky
296,Tambacounda,SN,2021-03-28 01:00:40,13.7539,-13.7586,89.6,35,0,6.91,clear sky
297,Acarau,BR,2021-03-28 01:00:40,-2.8856,-40.12,76.6,85,91,4.43,overcast clouds
298,Nishihara,JP,2021-03-28 01:00:40,26.1842,127.7558,77.0,88,75,14.97,broken clouds
299,Puerto Madryn,AR,2021-03-28 01:00:24,-42.7692,-65.0385,67.86,32,35,27.22,scattered clouds
300,Beyneu,KZ,2021-03-28 01:00:41,45.3167,55.2,35.91,97,100,12.64,overcast clouds
301,Maroantsetra,MG,2021-03-28 01:00:41,-15.4333,49.7333,74.25,87,100,5.88,overcast clouds
302,Ola,RU,2021-03-28 01:00:41,59.5833,151.2833,4.12,80,84,2.64,broken clouds
303,Chenzhou,CN,2021-03-28 01:00:41,25.8,113.0333,71.04,81,81,1.41,broken clouds
304,Boa Vista,BR,2021-03-28 01:00:26,2.8197,-60.6733,82.4,65,0,11.5,clear sky
305,Newport,GB,2021-03-28 01:00:42,51.5877,-2.9984,50.0,77,100,5.01,overcast clouds
306,Denpasar,ID,2021-03-28 01:00:42,-8.65,115.2167,82.4,89,20,1.14,few clouds
307,Margate,GB,2021-03-28 01:00:42,51.3813,1.3862,48.0,73,100,4.0,overcast clouds
308,Banda Aceh,ID,2021-03-28 01:00:42,5.5577,95.3222,80.96,74,70,3.4,broken clouds
309,Leningradskiy,RU,2021-03-28 01:00:43,69.3833,178.4167,-2.76,87,19,8.84,few clouds
310,Valdivia,CL,2021-03-28 01:00:43,-39.8142,-73.2459,59.0,72,61,4.61,broken clouds
311,Kot Samaba,PK,2021-03-28 01:00:43,28.5522,70.4684,80.85,17,0,5.93,clear sky
312,Nara,JP,2021-03-28 01:00:43,34.6851,135.8049,62.01,72,75,9.22,light rain
313,Lhokseumawe,ID,2021-03-28 00:56:58,5.1801,97.1507,79.57,80,100,3.96,overcast clouds
314,Conceicao Do Araguaia,BR,2021-03-28 01:00:44,-8.2578,-49.2647,73.47,92,34,2.59,scattered clouds
315,Abonnema,NG,2021-03-28 01:00:44,4.7084,6.7931,78.8,94,20,4.94,few clouds
316,Chernihiv,UA,2021-03-28 01:00:44,51.0,32.0,40.87,71,65,2.75,broken clouds
317,Sabha,LY,2021-03-28 01:00:44,27.0377,14.4283,55.51,37,1,11.79,clear sky
318,Vagur,FO,2021-03-28 01:00:45,61.4732,-6.8119,45.39,91,100,35.72,overcast clouds
319,Goderich,CA,2021-03-28 01:00:45,43.7501,-81.7165,44.6,81,100,5.75,overcast clouds
320,Torbay,CA,2021-03-28 00:59:56,47.6666,-52.7314,27.0,86,75,31.07,snow
321,Chara,RU,2021-03-28 01:00:45,56.9064,118.2631,18.39,80,99,1.79,overcast clouds
322,Aras,ES,2021-03-28 01:00:45,42.5617,-2.356,50.0,87,0,3.44,clear sky
323,Okhotsk,RU,2021-03-28 01:00:45,59.3833,143.3,10.87,78,100,3.74,overcast clouds
324,Riberalta,BO,2021-03-28 01:00:46,-10.9833,-66.1,74.1,94,95,0.69,overcast clouds
325,El Alto,PE,2021-03-28 01:00:46,-4.2714,-81.2147,70.84,77,100,7.07,overcast clouds
326,Mandalgovi,MN,2021-03-28 01:00:46,45.7625,106.2708,24.03,35,0,13.04,clear sky
327,Machico,PT,2021-03-28 01:00:46,32.7,-16.7667,64.4,88,75,17.27,broken clouds
328,Solnechnyy,RU,2021-03-28 00:57:47,50.7214,136.6319,33.19,84,100,2.33,overcast clouds
329,San Cristobal,VE,2021-03-28 01:00:47,7.7669,-72.225,73.4,94,75,2.3,fog
330,Lasa,IT,2021-03-28 01:00:47,46.6166,10.7002,46.0,80,0,4.61,clear sky
331,Deputatskiy,RU,2021-03-28 01:00:47,69.3,139.9,7.2,89,100,0.36,overcast clouds
332,Lensk,RU,2021-03-28 01:00:47,60.7253,114.9278,22.05,86,100,6.2,overcast clouds
333,Cuajinicuilapa,MX,2021-03-28 01:00:48,16.4667,-98.4167,78.12,53,0,3.74,clear sky
334,Geraldton,AU,2021-03-28 01:00:48,-28.7667,114.6,73.4,46,0,9.22,clear sky
335,Nantucket,US,2021-03-28 00:57:55,41.2835,-70.0995,41.0,86,100,14.83,overcast clouds
336,Grindavik,IS,2021-03-28 01:00:48,63.8424,-22.4338,33.8,100,75,9.22,light snow
337,Vale Da Amoreira,PT,2021-03-28 01:00:48,39.0697,-7.6985,55.99,64,28,1.99,scattered clouds
338,Charters Towers,AU,2021-03-28 00:56:33,-20.1,146.2667,85.77,41,0,13.89,clear sky
339,Tambo,PE,2021-03-28 01:00:49,-14.8,-73.9167,38.16,92,100,1.57,light rain
340,Umm Kaddadah,SD,2021-03-28 01:00:49,13.6017,26.6876,68.31,18,1,21.61,clear sky
341,Beira,MZ,2021-03-28 01:00:49,-19.8436,34.8389,78.8,94,40,3.44,light rain
342,Forbes,AU,2021-03-28 01:00:49,-33.3833,148.0167,70.61,39,0,4.92,clear sky
343,North Myrtle Beach,US,2021-03-28 00:57:47,33.816,-78.68,70.0,88,40,12.66,scattered clouds
344,Iralaya,HN,2021-03-28 01:00:50,15.0,-83.2333,80.6,78,20,5.75,few clouds
345,Hanmer Springs,NZ,2021-03-28 01:00:50,-42.5167,172.8167,64.58,76,100,5.21,light rain
346,Ailigandi,PA,2021-03-28 01:00:50,9.2333,-78.0167,79.39,80,96,13.38,overcast clouds
347,Coruripe,BR,2021-03-28 01:00:50,-10.1256,-36.1756,76.14,86,44,6.13,scattered clouds
348,Turkmenabat,TM,2021-03-28 01:00:50,39.0733,63.5786,59.0,100,90,4.61,light rain
349,Port Macquarie,AU,2021-03-28 01:00:51,-31.4333,152.9167,81.0,43,0,3.0,clear sky
350,Cacu,BR,2021-03-28 01:00:51,-18.5567,-51.1308,72.9,53,7,5.55,clear sky
351,Sambava,MG,2021-03-28 01:00:51,-14.2667,50.1667,74.57,86,100,5.08,overcast clouds
352,Ishcherskaya,RU,2021-03-28 01:00:51,43.7153,45.1264,44.6,65,0,8.95,clear sky
353,Mangrol,IN,2021-03-28 01:00:52,21.1167,70.1167,77.36,58,55,10.42,broken clouds
354,Salekhard,RU,2021-03-28 00:59:03,66.53,66.6019,4.82,97,97,2.48,overcast clouds
355,La Ronge,CA,2021-03-28 01:00:52,55.1001,-105.2842,28.4,50,11,3.44,few clouds
356,Valparaiso,CL,2021-03-28 01:00:52,-33.0393,-71.6273,59.0,77,0,4.61,clear sky
357,Ilheus,BR,2021-03-28 01:00:52,-14.7889,-39.0494,80.6,78,20,5.75,few clouds
358,Kawalu,ID,2021-03-28 01:00:53,-7.3817,108.2082,79.05,81,22,0.27,few clouds
359,Lumajang,ID,2021-03-28 00:58:29,-8.1335,113.2248,81.25,81,99,1.21,overcast clouds
360,Tura,IN,2021-03-28 00:59:53,25.5198,90.2201,75.18,15,0,1.81,clear sky
361,Nampula,MZ,2021-03-28 01:00:53,-15.1165,39.2666,73.4,94,20,5.75,few clouds
362,High Level,CA,2021-03-28 01:00:53,58.5169,-117.136,35.6,48,90,13.8,snow
363,Paamiut,GL,2021-03-28 01:00:53,61.994,-49.6678,2.93,78,1,26.35,clear sky
364,Matara,LK,2021-03-28 01:00:54,5.9485,80.5353,76.91,80,100,2.75,overcast clouds
365,Cadillac,US,2021-03-28 01:00:54,44.2519,-85.4012,41.0,70,90,9.22,overcast clouds
366,Kiruna,SE,2021-03-28 01:00:54,67.8557,20.2251,33.8,93,90,11.5,light rain
367,Khani,GE,2021-03-28 01:00:54,41.9563,42.9566,42.8,87,90,6.91,overcast clouds
368,Catalina Foothills,US,2021-03-28 01:00:55,32.2979,-110.9187,72.0,17,1,11.5,clear sky
369,Oksfjord,NO,2021-03-28 01:00:55,70.2396,22.3479,39.2,75,90,12.66,light rain
370,Whitecourt,CA,2021-03-28 01:00:09,54.1502,-115.6855,46.4,57,75,9.22,broken clouds
371,Faanui,PF,2021-03-28 01:00:55,-16.4833,-151.75,82.62,74,14,22.62,few clouds
372,Bombay,IN,2021-03-28 00:59:25,19.0144,72.8479,82.4,57,1,3.38,smoke
373,Orange Cove,US,2021-03-28 01:00:55,36.6244,-119.3137,75.0,27,1,4.61,clear sky
374,Bunia,CD,2021-03-28 01:00:56,1.5667,30.25,63.23,81,98,3.42,overcast clouds
375,Road Town,VG,2021-03-28 01:00:16,18.4167,-64.6167,78.8,78,40,13.8,scattered clouds
376,Tongliao,CN,2021-03-28 01:00:56,43.6125,122.2653,53.37,28,92,17.45,overcast clouds
377,Nazira,IN,2021-03-28 01:00:56,26.9167,94.7333,66.2,82,40,3.44,mist
378,Roma,US,2021-03-28 00:56:03,43.2128,-75.4557,46.4,61,1,4.61,clear sky
379,Bengkulu,ID,2021-03-28 00:58:51,-3.8004,102.2655,75.94,84,100,5.75,overcast clouds
380,Biskamzha,RU,2021-03-28 01:00:56,53.4497,89.5272,27.21,95,100,1.34,overcast clouds
381,Loreto,MX,2021-03-28 01:00:57,22.2667,-101.9667,72.09,11,21,7.38,few clouds
382,Gamba,GA,2021-03-28 01:00:57,-2.65,10.0,77.45,86,99,1.01,overcast clouds
383,Dakoro,NE,2021-03-28 01:00:57,14.5106,6.765,65.88,18,0,11.52,clear sky
384,Muswellbrook,AU,2021-03-28 01:00:57,-32.2667,150.9,73.65,51,5,3.89,clear sky
385,Guerrero Negro,MX,2021-03-28 00:59:29,27.9769,-114.0611,66.47,46,0,13.6,clear sky
386,Raudeberg,NO,2021-03-28 01:00:58,61.9875,5.1352,39.99,85,100,16.08,light rain
387,Pisco,PE,2021-03-28 01:00:58,-13.7,-76.2167,69.8,73,0,14.97,clear sky
388,Engels,RU,2021-03-28 01:00:58,51.5,46.1167,36.0,74,100,8.77,overcast clouds
389,Bonfim,BR,2021-03-28 01:00:58,3.0833,-59.95,81.91,57,28,8.55,scattered clouds
390,Jaciara,BR,2021-03-28 01:00:38,-15.9653,-54.9683,76.5,66,79,3.0,broken clouds
391,Sisimiut,GL,2021-03-28 01:00:59,66.9395,-53.6735,-11.04,92,60,9.44,broken clouds
392,Ridgecrest,US,2021-03-28 00:56:58,35.6225,-117.6709,75.2,9,1,4.61,clear sky
393,Carsamba,TR,2021-03-28 01:00:59,41.1989,36.7219,45.0,87,0,3.44,clear sky
394,Gerash,IR,2021-03-28 01:00:59,27.6652,54.1371,64.4,29,0,6.91,clear sky
395,Vuktyl,RU,2021-03-28 01:00:59,63.8567,57.3094,9.34,97,62,3.11,broken clouds
396,Coihaique,CL,2021-03-28 01:01:00,-45.5752,-72.0662,57.2,77,75,4.61,broken clouds
397,Guaruja,BR,2021-03-28 01:01:00,-23.9931,-46.2564,84.0,26,0,1.07,clear sky
398,Disraeli,CA,2021-03-28 00:58:34,45.9001,-71.3491,33.01,94,100,1.99,overcast clouds
399,Norfolk,US,2021-03-28 01:00:10,42.1668,-71.2495,48.99,76,100,1.01,overcast clouds
400,Taoudenni,ML,2021-03-28 01:01:00,22.6783,-3.9836,77.2,9,38,11.48,scattered clouds
401,Severo-Kurilsk,RU,2021-03-28 01:01:00,50.6789,156.125,28.09,81,94,33.82,light snow
402,Sibolga,ID,2021-03-28 01:01:01,1.7427,98.7792,79.72,81,22,2.08,few clouds
403,Kaniama,CD,2021-03-28 01:01:01,-7.5667,24.1833,64.71,96,79,2.15,broken clouds
404,Gat,IL,2021-03-28 01:01:01,31.61,34.7642,55.99,100,37,1.01,scattered clouds
405,Yeniseysk,RU,2021-03-28 01:01:01,58.4497,92.1703,28.9,97,100,3.04,light snow
406,Sept-Iles,CA,2021-03-28 01:01:02,50.2001,-66.3821,24.01,68,20,2.42,few clouds
407,Buala,SB,2021-03-28 01:01:02,-8.145,159.5921,84.42,73,63,10.47,moderate rain
408,Anloga,GH,2021-03-28 01:01:02,5.7947,0.8973,80.58,82,34,12.3,scattered clouds
409,Mount Gambier,AU,2021-03-28 00:57:01,-37.8333,140.7667,64.4,63,40,10.36,scattered clouds
410,Constitucion,CL,2021-03-28 01:01:02,-35.3333,-72.4167,59.54,66,99,12.21,overcast clouds
411,Gornopravdinsk,RU,2021-03-28 01:01:03,60.05,69.9,15.57,95,100,6.67,overcast clouds
412,Ilhabela,BR,2021-03-28 00:59:22,-23.7781,-45.3581,78.04,86,45,5.03,scattered clouds
413,Kralendijk,BQ,2021-03-28 00:57:14,12.15,-68.2667,78.8,78,40,14.97,scattered clouds
414,Olga,RU,2021-03-28 01:01:03,43.7444,135.2892,45.41,68,100,3.53,moderate rain
415,Saint Anthony,US,2021-03-28 01:01:03,45.0205,-93.218,37.4,87,90,13.8,light rain
416,Uyuni,BO,2021-03-28 00:58:24,-20.4597,-66.825,55.0,53,64,8.01,broken clouds
417,Yekaterinogradskaya,RU,2021-03-28 01:01:03,43.7635,44.2317,41.0,75,90,4.47,overcast clouds
418,Vaitape,PF,2021-03-28 01:00:30,-16.5167,-151.75,82.62,74,14,22.62,few clouds
419,Alyangula,AU,2021-03-28 01:01:04,-13.8483,136.4192,87.24,68,100,15.08,overcast clouds
420,Urumqi,CN,2021-03-28 01:01:04,43.801,87.6005,50.0,57,0,6.71,clear sky
421,Riyadh,SA,2021-03-28 00:57:23,24.6877,46.7219,73.4,21,6,14.97,clear sky
422,Wattegama,LK,2021-03-28 01:01:04,6.7989,81.4808,75.2,100,75,4.61,broken clouds
423,Asosa,ET,2021-03-28 01:01:04,10.0667,34.5333,66.43,49,87,1.1,overcast clouds
424,Harper,LR,2021-03-28 01:01:05,4.375,-7.7169,77.59,86,42,3.71,light rain
425,Robertsport,LR,2021-03-28 01:01:05,6.7533,-11.3686,79.38,88,13,6.42,light rain
426,Araouane,ML,2021-03-28 01:01:05,18.9048,-3.5265,74.14,6,0,11.36,clear sky
427,Pochutla,MX,2021-03-28 01:01:05,15.7432,-96.4661,87.8,42,1,9.22,clear sky
428,Jaynagar-Majilpur,IN,2021-03-28 01:01:06,22.1758,88.4178,77.0,94,40,3.56,mist
429,Puerto Del Rosario,ES,2021-03-28 01:00:39,28.5004,-13.8627,64.4,72,0,2.3,clear sky
430,Irbeyskoye,RU,2021-03-28 01:01:06,55.6428,95.4522,27.48,78,100,2.35,overcast clouds
431,Naze,JP,2021-03-28 01:01:06,28.3667,129.4833,71.6,94,75,20.71,broken clouds
432,Petropavlovsk-Kamchatskiy,RU,2021-03-28 01:01:06,53.0452,158.6483,33.8,44,100,29.08,overcast clouds
433,Russell,US,2021-03-28 01:01:07,32.3502,-85.1999,80.6,65,1,5.44,clear sky
434,Te Anau,NZ,2021-03-28 01:01:07,-45.4167,167.7167,65.05,77,100,3.2,moderate rain
435,Barstow,US,2021-03-28 01:01:07,34.8986,-117.0228,73.4,9,1,5.75,clear sky
436,Bilibino,RU,2021-03-28 01:01:07,68.0546,166.4372,-2.11,80,6,2.42,clear sky
437,Lakes Entrance,AU,2021-03-28 01:01:08,-37.8811,147.981,66.99,63,100,1.01,overcast clouds
438,Llanes,ES,2021-03-28 01:01:08,43.4198,-4.7549,52.0,72,0,2.98,clear sky
439,Kirakira,SB,2021-03-28 01:00:56,-10.4544,161.9205,85.26,73,55,11.36,broken clouds
440,Rafraf,TN,2021-03-28 01:01:08,37.1904,10.1837,57.2,82,20,10.89,few clouds
441,Huilong,CN,2021-03-28 01:01:08,31.8111,121.655,66.0,69,0,1.99,clear sky
442,Conde,BR,2021-03-28 01:01:08,-7.2597,-34.9075,78.8,94,75,2.3,broken clouds
443,Fairbanks,US,2021-03-28 01:00:48,64.8378,-147.7164,26.6,74,75,9.22,broken clouds
444,Bugko,PH,2021-03-28 01:01:09,12.5356,124.7923,83.86,70,88,7.36,overcast clouds
445,Klaksvik,FO,2021-03-28 01:01:09,62.2266,-6.589,44.6,100,75,21.85,broken clouds
446,Belogorsk,RU,2021-03-28 01:01:09,50.9158,128.4611,38.26,72,100,11.16,overcast clouds
447,Cap Malheureux,MU,2021-03-28 01:01:09,-19.9842,57.6142,77.0,84,100,4.5,overcast clouds
448,Lubumbashi,CD,2021-03-28 00:58:02,-11.6609,27.4794,60.28,98,100,3.0,light rain
449,Camacha,PT,2021-03-28 01:01:10,33.0833,-16.3333,64.4,82,40,21.85,scattered clouds
450,Saint-Georges,GD,2021-03-28 01:01:10,12.0564,-61.7485,78.8,78,40,11.5,scattered clouds
451,San Francisco,US,2021-03-28 00:59:37,37.7749,-122.4194,73.4,17,1,16.11,clear sky
452,Tiznit,MA,2021-03-28 01:01:10,29.5833,-9.5,67.5,24,9,13.13,clear sky
453,Rorvik,NO,2021-03-28 01:01:10,64.8621,11.2373,39.43,73,98,18.39,overcast clouds
454,Caravelas,BR,2021-03-28 01:01:11,-17.7125,-39.2481,75.09,76,49,5.14,scattered clouds
455,Mocuba,MZ,2021-03-28 01:01:11,-16.8392,36.9856,71.92,98,97,2.73,light rain
456,Catuday,PH,2021-03-28 01:01:11,16.2923,119.8062,81.88,68,98,4.81,overcast clouds
457,Zykovo,RU,2021-03-28 01:01:11,55.9519,93.1461,26.6,74,0,3.04,clear sky
458,Eckernforde,DE,2021-03-28 01:01:04,54.4667,9.8333,39.99,94,100,5.01,overcast clouds
