City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Umm Lajj,SA,2021-03-28 01:01:12,25.0213,37.2685,70.32,46,92,17.76,overcast clouds
460,Bogotol,RU,2021-03-28 01:00:07,56.2078,89.5342,26.49,97,100,6.55,light snow
461,Dingle,PH,2021-03-28 01:01:12,10.9995,122.6711,83.32,72,100,9.8,overcast clouds
462,Batsfjord,NO,2021-03-28 01:01:12,70.6345,29.7185,36.77,93,100,17.63,overcast clouds
463,Antsohihy,MG,2021-03-28 01:01:13,-14.8796,47.9875,72.48,94,87,1.59,overcast clouds
464,Aquin,HT,2021-03-28 01:01:13,18.2833,-73.4,76.98,75,0,2.28,clear sky
465,Matadi,CD,2021-03-28 01:01:13,-5.8167,13.45,75.51,98,61,3.04,broken clouds
466,Pimentel,PE,2021-03-28 00:57:57,-6.8367,-79.9342,73.4,68,0,19.57,clear sky
467,Itoman,JP,2021-03-28 01:01:13,26.1247,127.6694,77.0,83,40,18.41,scattered clouds
468,Bandarbeyla,SO,2021-03-28 01:01:13,9.4942,50.8122,77.72,80,13,9.15,few clouds
469,Eyrarbakki,IS,2021-03-28 01:01:14,63.863,-21.1481,30.2,93,90,23.02,snow
470,Vila Franca Do Campo,PT,2021-03-28 01:01:14,37.7167,-25.4333,53.6,82,40,3.44,scattered clouds
471,Mwinilunga,ZM,2021-03-28 01:01:14,-11.7358,24.4293,61.84,98,100,3.0,light rain
472,Obo,CF,2021-03-28 01:01:14,5.3998,26.4869,71.01,69,98,2.8,overcast clouds
473,Chernyshevskiy,RU,2021-03-28 01:01:15,63.0128,112.4714,19.26,93,97,7.43,overcast clouds
474,Saldanha,ZA,2021-03-28 01:00:41,-33.0117,17.9442,55.4,76,7,2.3,clear sky
475,Olafsvik,IS,2021-03-28 00:57:14,64.8945,-23.7142,28.11,86,100,34.14,light snow
476,Port Hedland,AU,2021-03-28 01:01:15,-20.3167,118.5667,87.8,66,90,5.75,overcast clouds
477,Sola,VU,2021-03-28 01:01:15,-13.8833,167.55,89.6,74,75,10.36,broken clouds
478,Guider,CM,2021-03-28 01:01:15,9.9342,13.9486,81.25,15,22,11.74,few clouds
479,Rundu,NA,2021-03-28 00:57:15,-17.9333,19.7667,64.69,88,75,3.71,broken clouds
480,Manitouwadge,CA,2021-03-28 01:01:16,49.1215,-85.8403,33.8,80,100,2.3,overcast clouds
481,Bubaque,GW,2021-03-28 00:59:19,11.2833,-15.8333,76.37,71,83,12.5,broken clouds
482,Dakar,SN,2021-03-28 01:01:11,14.6937,-17.4441,66.2,88,0,13.8,clear sky
483,Launceston,AU,2021-03-28 00:57:07,-41.45,147.1667,64.99,59,70,14.97,broken clouds
484,Makakilo City,US,2021-03-28 01:01:16,21.3469,-158.0858,84.2,48,40,10.36,scattered clouds
485,Kaabong,UG,2021-03-28 01:01:16,3.4836,34.1492,65.23,69,100,3.33,overcast clouds
486,Omboue,GA,2021-03-28 01:01:16,-1.5746,9.2618,78.44,86,78,5.5,broken clouds
487,Saint-Denis,FR,2021-03-28 01:01:17,48.9167,2.3333,48.99,76,0,1.14,clear sky
488,Yulara,AU,2021-03-28 01:01:17,-25.2406,130.9889,78.8,61,94,12.66,overcast clouds
489,Kwinana,AU,2021-03-28 01:01:17,-32.25,115.7667,73.99,53,0,4.61,clear sky
490,Inirida,CO,2021-03-28 01:01:17,3.8653,-67.9239,74.75,89,20,1.01,few clouds
491,Darnah,LY,2021-03-28 01:01:18,32.767,22.6367,54.88,76,4,10.11,clear sky
492,Carson City,US,2021-03-28 00:58:00,39.1638,-119.7674,66.2,11,1,13.8,clear sky
493,Las Palmas,ES,2021-03-28 01:01:18,28.4204,-14.0131,64.4,72,0,2.3,clear sky
494,Jiwani,PK,2021-03-28 01:01:18,25.05,61.7417,77.34,80,58,9.82,broken clouds
495,Toledo,ES,2021-03-28 01:00:49,39.8333,-4.0,54.0,60,14,8.97,few clouds
496,Manzanillo,CU,2021-03-28 01:01:18,20.3433,-77.1167,78.51,65,30,12.19,scattered clouds
497,Lagoa,PT,2021-03-28 01:01:19,39.05,-27.9833,59.25,86,62,13.0,broken clouds
498,Waingapu,ID,2021-03-28 01:01:19,-9.6567,120.2641,83.61,74,100,7.38,overcast clouds
499,Palmer,US,2021-03-28 01:01:19,42.1584,-72.3287,53.6,50,75,4.61,broken clouds
500,Chicama,PE,2021-03-28 01:01:19,-7.8447,-79.1469,72.34,76,100,5.59,overcast clouds
501,Beberibe,BR,2021-03-28 01:01:19,-4.1797,-38.1306,77.0,94,75,3.44,broken clouds
502,Kholm,RU,2021-03-28 01:01:20,59.2667,32.85,31.55,89,84,4.47,broken clouds
503,Vytegra,RU,2021-03-28 01:01:20,61.0064,36.4481,33.01,85,100,4.9,overcast clouds
504,Sobolevo,RU,2021-03-28 00:56:55,54.4299,31.8996,33.87,95,94,8.03,overcast clouds
505,Logan,US,2021-03-28 00:58:02,41.7355,-111.8344,52.0,37,40,6.91,scattered clouds
506,Mahajanga,MG,2021-03-28 01:01:20,-15.7167,46.3167,77.0,83,20,4.61,few clouds
507,Salou,ES,2021-03-28 00:59:06,41.0766,1.1416,54.0,87,40,1.14,scattered clouds
508,Namie,JP,2021-03-28 01:01:20,37.4833,141.0,61.0,68,100,1.01,overcast clouds
509,Sao Joao Da Barra,BR,2021-03-28 01:01:21,-21.6403,-41.0511,77.07,88,0,8.68,clear sky
510,Wencheng,CN,2021-03-28 01:01:21,33.0559,113.7978,65.16,65,0,10.85,clear sky
511,Ilulissat,GL,2021-03-28 01:01:21,69.2167,-51.1,-16.6,58,1,3.44,clear sky
512,Kapustin Yar,RU,2021-03-28 01:01:22,48.5831,45.7372,36.18,94,100,9.86,overcast clouds
513,Brownwood,US,2021-03-28 01:01:22,31.7093,-98.9912,75.2,38,40,16.11,scattered clouds
514,Mattru,SL,2021-03-28 01:01:22,7.6244,-11.8332,76.93,90,4,1.57,clear sky
515,Manokwari,ID,2021-03-28 01:01:22,-0.8667,134.0833,77.29,86,100,2.13,moderate rain
516,Pathri,IN,2021-03-28 01:01:22,19.25,76.45,78.31,16,0,3.24,clear sky
517,Kotturu,IN,2021-03-28 01:01:23,14.8167,76.2167,74.3,77,67,6.22,broken clouds
518,Carroll,US,2021-03-28 01:01:23,39.5501,-77.0164,60.01,62,100,1.99,overcast clouds
519,Tres Arroyos,AR,2021-03-28 01:01:24,-38.3739,-60.2798,52.92,89,0,7.2,clear sky
520,Vila,PT,2021-03-28 01:01:24,42.0304,-8.1588,45.0,77,0,4.07,clear sky
521,Custoias,PT,2021-03-28 01:01:25,41.1053,-7.321,46.99,83,33,3.38,scattered clouds
522,Melfi,IT,2021-03-28 01:01:25,40.9965,15.6514,37.0,82,30,1.01,scattered clouds
523,Goundam,ML,2021-03-28 01:01:25,16.4145,-3.6708,74.95,9,0,11.43,clear sky
524,Merrill,US,2021-03-28 01:01:25,45.1805,-89.6835,36.0,100,90,3.44,snow
525,Biak,ID,2021-03-28 01:01:26,-0.9131,122.8766,81.32,70,100,0.78,heavy intensity rain
526,George,ZA,2021-03-28 01:01:26,-33.963,22.4617,53.6,87,0,3.44,clear sky
527,Moshupa,BW,2021-03-28 01:01:26,-24.7782,25.4155,67.66,41,71,0.98,broken clouds
528,Birjand,IR,2021-03-28 01:01:26,32.8663,59.2211,68.0,15,0,13.8,clear sky
529,Vorgashor,RU,2021-03-28 01:01:26,67.5833,63.95,17.78,92,100,16.58,overcast clouds
530,Vestmanna,FO,2021-03-28 01:01:27,62.1564,-7.1664,44.6,100,75,21.85,broken clouds
531,Sibu,MY,2021-03-28 01:01:27,2.3,111.8167,78.8,89,40,0.43,scattered clouds
532,Sidi Bin Nur,TN,2021-03-28 01:01:27,35.5333,10.9167,60.8,51,0,13.8,clear sky
533,West Plains,US,2021-03-28 01:01:27,36.7281,-91.8524,64.0,88,75,12.84,broken clouds
534,Sangar,RU,2021-03-28 01:01:28,63.9242,127.4739,18.09,91,100,3.24,light snow
535,Ibipeba,BR,2021-03-28 01:01:28,-11.6408,-42.0111,70.43,52,42,3.89,scattered clouds
536,Yamethin,MM,2021-03-28 01:01:28,20.4333,96.15,82.69,31,76,4.34,broken clouds
537,Isiro,CD,2021-03-28 01:00:16,2.7739,27.616,62.98,94,100,1.74,overcast clouds
538,Sabalgarh,IN,2021-03-28 01:01:28,26.25,77.4,75.43,26,0,3.09,clear sky
539,Victor Harbor,AU,2021-03-28 01:01:29,-35.5667,138.6167,66.0,67,26,5.79,scattered clouds
540,San Rafael Del Sur,NI,2021-03-28 01:01:29,11.8485,-86.4384,86.0,39,20,18.41,few clouds
541,Rosetta,EG,2021-03-28 01:01:29,31.4044,30.4164,59.0,63,40,12.66,scattered clouds
542,Nelson Bay,AU,2021-03-28 01:01:29,-32.7167,152.15,75.99,46,0,4.61,clear sky
543,Taraz,KZ,2021-03-28 01:01:30,42.9,71.3667,48.2,93,90,6.71,light rain
544,Komsomolskiy,UZ,2021-03-28 01:01:30,40.4272,71.7189,53.6,87,75,2.3,mist
545,Malanje,AO,2021-03-28 01:01:30,-9.5402,16.341,61.9,96,22,3.04,few clouds
546,Conceicao Da Barra,BR,2021-03-28 01:01:00,-18.5933,-39.7322,76.37,80,37,6.35,scattered clouds
547,Adrar,MR,2021-03-28 01:01:30,20.5022,-10.0711,76.5,6,2,8.61,clear sky
548,Hurricane,US,2021-03-28 01:01:31,37.1753,-113.2899,68.0,17,1,8.03,clear sky
549,Gayny,RU,2021-03-28 01:01:31,60.3071,54.3241,11.05,98,69,3.8,broken clouds
550,Acari,PE,2021-03-28 01:01:31,-15.4311,-74.6158,74.12,70,5,4.27,clear sky
551,Davenda,RU,2021-03-28 01:01:31,53.5556,119.317,27.93,91,100,10.38,snow
552,Yenagoa,NG,2021-03-28 01:01:32,4.9247,6.2642,77.43,88,66,3.89,broken clouds
553,The Valley,AI,2021-03-28 00:57:42,18.217,-63.0578,78.8,69,40,17.27,scattered clouds
554,Conakry,GN,2021-03-28 01:01:32,9.538,-13.6773,80.6,74,20,6.91,haze
555,Moranbah,AU,2021-03-28 01:01:32,-22.0016,148.0466,85.82,42,0,14.25,clear sky
556,Basco,PH,2021-03-28 01:01:32,20.4487,121.9702,80.13,85,10,16.64,clear sky
557,Calabozo,VE,2021-03-28 01:01:33,8.9242,-67.4293,83.12,46,92,9.91,overcast clouds
558,Saint-Paul,RE,2021-03-28 01:01:33,-21.0096,55.2707,75.2,83,0,4.61,clear sky
559,Turayf,SA,2021-03-28 01:01:33,31.6725,38.6637,42.8,56,0,9.22,clear sky
560,Grand Baie,MU,2021-03-28 01:01:33,-20.0182,57.5802,77.0,84,97,4.05,overcast clouds
561,Bilma,NE,2021-03-28 01:01:33,18.6853,12.9164,67.39,15,0,18.77,clear sky
562,Narsaq,GL,2021-03-28 00:58:43,60.9167,-46.05,10.4,52,75,1.14,broken clouds
563,Bemidji,US,2021-03-28 01:01:34,47.4736,-94.8803,35.01,55,75,4.61,broken clouds
564,Plettenberg Bay,ZA,2021-03-28 01:01:34,-34.0527,23.3716,57.87,80,0,4.65,clear sky
565,Abu Kamal,SY,2021-03-28 01:01:34,34.4506,40.9171,48.16,35,0,8.01,clear sky
566,Moron,AR,2021-03-28 01:01:34,-34.6534,-58.6198,66.99,89,70,1.01,broken clouds
567,Shingu,JP,2021-03-28 01:01:35,33.7333,135.9833,64.4,77,75,18.41,broken clouds
568,Ibi,ES,2021-03-28 01:01:35,38.6253,-0.5723,54.0,65,50,6.29,scattered clouds
569,Lujiang,CN,2021-03-28 01:01:35,31.2581,117.2817,63.0,88,0,8.95,mist
570,Ghanzi,BW,2021-03-28 01:01:35,-21.5667,21.7833,72.57,57,99,4.72,overcast clouds
571,Calimete,CU,2021-03-28 01:01:36,22.5333,-80.9061,82.4,65,10,2.3,moderate rain
572,Moose Factory,CA,2021-03-28 01:01:36,51.2585,-80.6094,24.8,74,1,6.91,clear sky
573,Qui Nhon,VN,2021-03-28 00:59:11,13.7667,109.2333,78.3,79,100,3.4,overcast clouds
574,Perth,AU,2021-03-28 01:00:06,-31.9333,115.8333,77.0,49,0,13.8,clear sky
575,Asau,RO,2021-03-28 01:01:36,46.4333,26.4,39.0,50,100,5.44,light rain
576,Craig,US,2021-03-28 01:01:36,40.5153,-107.5464,48.2,34,75,10.36,broken clouds
577,Tsaratanana,MG,2021-03-28 01:01:37,-16.7833,47.65,71.74,95,99,2.01,overcast clouds
578,Pag,HR,2021-03-28 01:01:37,44.445,15.0575,50.0,93,40,4.61,scattered clouds
579,Aleksandrovskiy Zavod,RU,2021-03-28 01:01:37,50.9237,117.9374,30.09,87,100,13.2,light snow
580,Trincomalee,LK,2021-03-28 01:01:37,8.5711,81.2335,79.11,81,84,2.91,broken clouds
581,Alice Springs,AU,2021-03-28 01:01:37,-23.7,133.8833,78.8,47,16,14.97,few clouds
582,Troitskoye,RU,2021-03-28 01:01:38,52.9821,84.6757,33.8,99,100,6.98,overcast clouds
583,Teya,RU,2021-03-28 01:01:38,60.3778,92.6267,22.57,95,100,3.78,overcast clouds
584,Nakamura,JP,2021-03-28 01:01:38,32.9833,132.9333,62.46,97,100,10.8,light rain
585,Kahului,US,2021-03-28 00:57:59,20.8947,-156.47,82.4,57,40,23.02,scattered clouds
586,Pitimbu,BR,2021-03-28 01:01:38,-7.4706,-34.8086,78.8,94,75,2.3,light rain
587,Copiapo,CL,2021-03-28 01:01:39,-27.3667,-70.3333,57.2,82,90,11.5,overcast clouds
588,Muisne,EC,2021-03-28 01:01:39,0.6,-80.0333,76.21,83,65,1.19,broken clouds
589,Batemans Bay,AU,2021-03-28 00:58:51,-35.7167,150.1833,69.01,66,21,4.0,few clouds
590,Kailua,US,2021-03-28 00:59:28,21.4022,-157.7394,82.4,73,40,14.97,scattered clouds
591,Mareeba,AU,2021-03-28 01:01:39,-17.0,145.4333,82.99,69,36,4.0,scattered clouds
592,Novoukrayinka,UA,2021-03-28 01:01:39,48.3264,31.5285,44.37,70,100,4.05,overcast clouds
593,Waynesville,US,2021-03-28 01:01:40,35.4887,-82.9887,57.0,76,100,1.99,overcast clouds
594,Indapur,IN,2021-03-28 01:01:40,18.3,73.25,79.18,29,5,0.63,clear sky
595,Havoysund,NO,2021-03-28 01:01:40,70.9963,24.6622,39.2,81,75,13.8,light rain
596,Lichtenburg,ZA,2021-03-28 01:01:40,-26.152,26.1597,59.02,53,67,6.08,broken clouds
597,Jalu,LY,2021-03-28 01:01:40,29.0331,21.5482,54.07,39,0,6.85,clear sky
598,Clyde River,CA,2021-03-28 00:59:21,70.4692,-68.5914,-5.8,71,75,4.61,broken clouds
599,Kazanskaya,RU,2021-03-28 01:01:41,45.4106,40.4361,41.0,77,100,16.02,light rain
600,Blagoveshchenka,RU,2021-03-28 01:01:41,52.8333,79.8667,26.08,93,90,9.06,overcast clouds
601,Tautira,PF,2021-03-28 01:01:40,-17.7333,-149.15,89.6,55,20,9.22,light rain
602,Muros,ES,2021-03-28 01:01:41,42.7762,-9.0603,46.0,89,0,1.99,clear sky
603,San Antonio,US,2021-03-28 00:58:21,29.4241,-98.4936,87.8,39,1,7.63,clear sky
604,Eureka,US,2021-03-28 01:01:41,40.8021,-124.1637,61.0,71,8,3.33,clear sky
605,High Rock,BS,2021-03-28 01:01:42,26.6208,-78.2833,77.0,73,0,9.22,clear sky
606,Kyra,RU,2021-03-28 01:01:42,49.5776,111.9753,26.33,49,100,21.7,overcast clouds
607,Portlethen,GB,2021-03-28 01:01:42,57.0547,-2.1307,45.0,87,75,27.63,moderate rain
608,Dong Xoai,VN,2021-03-28 00:59:53,11.5333,106.9167,82.76,62,63,1.86,broken clouds
609,Sinnamary,GF,2021-03-28 01:01:13,5.3833,-52.95,76.66,88,92,11.61,overcast clouds
610,Capinota,BO,2021-03-28 01:01:42,-17.7167,-66.2333,60.8,67,75,4.61,broken clouds
611,Saint-Marc-Des-Carrieres,CA,2021-03-28 01:01:43,46.6834,-72.0491,30.2,80,100,5.75,overcast clouds
612,Kampot,KH,2021-03-28 01:01:43,10.6167,104.1833,84.2,74,40,5.75,scattered clouds
613,Kushmurun,KZ,2021-03-28 01:01:43,52.4503,64.6311,25.32,93,97,10.18,overcast clouds
614,Tekkali,IN,2021-03-28 01:01:43,18.6167,84.2333,77.27,73,1,4.54,clear sky
615,Visby,SE,2021-03-28 01:01:44,57.6409,18.296,39.0,93,90,20.71,overcast clouds
616,Venado Tuerto,AR,2021-03-28 01:00:04,-33.7456,-61.9688,61.0,99,100,15.99,overcast clouds
617,Redmond,US,2021-03-28 01:01:44,47.674,-122.1215,55.0,64,100,0.47,overcast clouds
618,Avera,US,2021-03-28 01:01:44,33.194,-82.5271,75.2,88,75,4.61,broken clouds
619,Praia Da Vitoria,PT,2021-03-28 01:00:47,38.7333,-27.0667,60.01,88,75,4.94,broken clouds
620,Marzuq,YE,2021-03-28 01:01:44,14.4,46.4667,63.46,41,6,4.97,clear sky
621,Gondanglegi,ID,2021-03-28 01:01:45,-7.7479,112.0132,80.83,81,24,1.77,few clouds
622,Matagami,CA,2021-03-28 01:01:45,49.7502,-77.6328,30.2,55,1,3.15,clear sky
623,Pedana,IN,2021-03-28 01:01:45,16.2667,81.1667,78.8,94,40,2.73,mist
624,Shirokiy,RU,2021-03-28 01:01:45,49.758,129.523,37.24,85,97,15.35,overcast clouds
625,Vernon,CA,2021-03-28 01:00:02,50.2581,-119.2691,57.0,38,64,4.61,broken clouds
626,Taree,AU,2021-03-28 01:01:46,-31.9,152.4667,75.2,50,0,8.05,clear sky
627,Cockburn Town,TC,2021-03-28 01:01:29,21.4612,-71.1419,77.32,75,0,23.91,clear sky
628,Leshukonskoye,RU,2021-03-28 01:01:46,64.8989,45.7622,18.99,95,44,5.03,scattered clouds
629,Okha,RU,2021-03-28 01:01:46,53.5739,142.9478,25.57,77,10,12.93,clear sky
630,Tecoanapa,MX,2021-03-28 01:01:46,16.5167,-98.75,78.84,62,0,3.02,clear sky
631,Hambantota,LK,2021-03-28 01:01:46,6.1241,81.1185,75.2,100,75,4.61,broken clouds
632,Portree,GB,2021-03-28 01:01:47,57.4129,-6.1942,44.01,90,100,18.01,overcast clouds
633,Oranjestad,AW,2021-03-28 01:01:47,12.524,-70.027,80.6,74,20,23.02,few clouds
634,Broome,US,2021-03-28 01:01:47,42.2506,-75.833,48.99,71,1,6.91,clear sky
635,Laguna,US,2021-03-28 01:01:47,38.421,-121.4238,73.99,23,1,4.61,clear sky
636,Ciudad Bolivar,VE,2021-03-28 01:01:48,8.1222,-63.5497,78.66,67,48,13.29,scattered clouds
637,Egvekinot,RU,2021-03-28 01:01:48,66.3167,-179.1667,-7.06,93,91,2.1,overcast clouds
638,Sao Domingos,BR,2021-03-28 01:01:48,-13.3983,-46.3183,72.45,47,57,3.98,broken clouds
639,Idah,NG,2021-03-28 01:01:48,7.1065,6.7342,80.22,57,63,3.49,broken clouds
640,Trairi,BR,2021-03-28 01:01:49,-3.2778,-39.2689,74.64,90,71,3.42,broken clouds
641,Kemijarvi,FI,2021-03-28 01:01:49,66.7131,27.4306,35.98,93,100,12.21,overcast clouds
642,Andros Town,BS,2021-03-28 01:01:49,24.7,-77.7667,77.0,78,40,10.36,scattered clouds
643,Tunduma,TZ,2021-03-28 01:01:49,-9.3,32.7667,57.92,95,100,1.72,overcast clouds
644,Winnemucca,US,2021-03-28 01:01:49,40.973,-117.7357,62.6,19,1,5.75,clear sky
645,Nuuk,GL,2021-03-28 01:01:50,64.1835,-51.7216,1.4,71,20,21.85,few clouds
646,Great Falls,US,2021-03-28 01:01:29,47.5002,-111.3008,54.0,35,1,16.11,clear sky
647,Axim,GH,2021-03-28 01:01:50,4.8699,-2.2405,78.13,87,33,4.59,scattered clouds
648,Erenhot,CN,2021-03-28 01:01:50,43.6475,111.9767,31.82,35,0,24.16,clear sky
649,Whitianga,NZ,2021-03-28 01:01:50,-36.8333,175.7,71.01,76,100,8.01,overcast clouds
650,Camacari,BR,2021-03-28 01:01:51,-12.6975,-38.3242,80.6,61,40,6.91,scattered clouds
651,Mizan Teferi,ET,2021-03-28 01:01:51,6.9833,35.5833,65.8,59,99,2.21,overcast clouds
652,Bariri,BR,2021-03-28 01:00:19,-22.0744,-48.7403,73.0,76,100,3.0,moderate rain
653,Bom Jesus Da Lapa,BR,2021-03-28 01:01:51,-13.255,-43.4181,74.19,37,100,3.85,overcast clouds
654,Burnie,AU,2021-03-28 01:01:51,-41.0667,145.9167,62.78,57,19,11.41,few clouds
655,Tukrah,LY,2021-03-28 01:01:52,32.5341,20.5791,52.52,75,4,2.48,clear sky
656,Xapuri,BR,2021-03-28 01:01:52,-10.6517,-68.5044,73.6,97,100,1.88,overcast clouds
657,Clonakilty,IE,2021-03-28 01:01:52,51.6231,-8.8706,50.0,93,75,24.16,broken clouds
658,Teknaf,BD,2021-03-28 01:01:52,20.8624,92.3058,78.03,45,100,2.95,overcast clouds
659,Dalvik,IS,2021-03-28 01:01:52,65.9702,-18.5286,21.2,86,90,10.36,snow
660,Kasama,ZM,2021-03-28 01:01:53,-10.2129,31.1808,61.79,94,100,2.28,overcast clouds
661,Pemangkat,ID,2021-03-28 01:01:53,1.1667,108.9667,77.94,89,94,3.94,overcast clouds
662,Lokosovo,RU,2021-03-28 01:01:53,61.1333,74.8167,7.7,95,86,6.98,overcast clouds
663,Omutninsk,RU,2021-03-28 01:01:53,58.67,52.1932,10.26,99,79,3.94,broken clouds
664,Sheffield,GB,2021-03-28 01:01:54,53.383,-1.4659,46.99,79,100,8.01,overcast clouds
665,Ryotsu,JP,2021-03-28 01:01:54,38.0833,138.4333,53.6,71,90,8.05,moderate rain
666,Sulangan,PH,2021-03-28 01:01:54,11.1373,123.7228,81.73,77,25,8.7,scattered clouds
667,Comodoro Rivadavia,AR,2021-03-28 01:01:54,-45.8667,-67.5,71.6,37,0,19.57,clear sky
668,Sturgis,US,2021-03-28 01:01:55,41.7992,-85.4192,57.2,94,90,11.5,moderate rain
669,Oriximina,BR,2021-03-28 01:01:55,-1.7656,-55.8661,74.59,92,64,3.83,broken clouds
670,Teguldet,RU,2021-03-28 01:01:55,57.3064,88.1667,28.11,97,100,4.81,snow
671,Zhigansk,RU,2021-03-28 01:01:55,66.7697,123.3711,13.03,92,96,5.12,overcast clouds
672,Asfi,MA,2021-03-28 01:01:56,32.2994,-9.2372,61.95,73,100,3.91,overcast clouds
673,Abdanan,IR,2021-03-28 01:01:56,32.9926,47.4198,41.07,39,0,12.24,clear sky
674,Praxedis Guerrero,MX,2021-03-28 01:01:56,31.3667,-106.0167,62.6,22,20,14.97,few clouds
675,Naples,IT,2021-03-28 01:01:56,40.8333,14.25,51.01,87,0,2.3,clear sky
676,Beni Mazar,EG,2021-03-28 01:01:56,28.4962,30.8029,51.89,61,0,15.3,clear sky
677,Roald,NO,2021-03-28 01:01:57,62.5833,6.1333,39.0,87,20,6.91,few clouds
678,Miyang,CN,2021-03-28 01:01:57,24.4042,103.4428,65.62,34,0,2.77,clear sky
679,Koslan,RU,2021-03-28 01:01:57,63.4564,48.8989,15.51,97,55,3.22,broken clouds
680,Ende,ID,2021-03-28 01:01:57,-8.8432,121.6623,84.42,72,99,2.3,overcast clouds
681,Tarcau,RO,2021-03-28 01:01:58,46.8667,26.1333,41.0,60,78,5.03,broken clouds
682,San Lazaro,BZ,2021-03-28 01:01:58,18.0387,-88.6622,82.4,74,40,13.8,scattered clouds
683,Hit,IQ,2021-03-28 01:01:58,33.6416,42.8251,51.31,30,0,9.33,clear sky
684,Mao,ES,2021-03-28 01:01:58,39.8885,4.2658,51.8,82,0,10.36,clear sky
685,Berlevag,NO,2021-03-28 01:01:58,70.8578,29.0864,36.1,92,100,18.45,overcast clouds
686,Zhireken,RU,2021-03-28 01:01:59,52.8249,117.3076,28.27,90,100,11.88,light snow
687,Belmonte,BR,2021-03-28 01:01:59,-15.8631,-38.8828,78.8,73,0,5.75,clear sky
688,Kaliganj,BD,2021-03-28 01:01:59,23.4095,89.1402,78.19,33,0,3.0,clear sky
689,Valday,RU,2021-03-28 01:02:00,57.9747,33.2525,32.38,87,93,4.65,overcast clouds
690,Balogo,PH,2021-03-28 01:02:00,10.8868,124.7105,82.72,74,96,3.33,overcast clouds
